Wind_turbine_name,Ws_avg,P_avg
R80721,7.83,778.86
R80721,5.69,296.26
R80721,5.43,165.89
R80721,4.75,103.64
R80721,5.74,286.03
R80721,5.95,252.97
R80721,5.31,119.76
R80721,2.38,0.0
R80721,4.1,42.17
R80721,0.29,0.0
R80721,4.34,62.56
R80721,5.69,199.42
R80721,4.64,84.88
R80721,1.9,0.0
R80721,2.02,0.0
R80721,2.84,6.99
R80721,2.76,4.68
R80721,0.04,0.0
R80721,3.26,5.39
R80721,0.0,0.0
R80721,4.1,41.99
R80721,4.62,74.12
R80721,4.99,96.6
R80721,7.36,709.8
R80721,6.2,270.82
R80721,8.92,941.5
R80721,7.74,657.53
R80721,8.32,924.83
R80721,8.42,939.1
R80721,4.33,63.09
R80721,6.87,624.18
R80721,4.13,43.33
R80721,0.0,0.0
R80721,0.0,0.0
R80721,1.85,0.0
R80721,3.24,0.0
R80721,5.19,100.46
R80721,1.21,0.0
R80721,5.6500001,276.01999
R80721,2.63,0.0
R80721,4.0599999,45.0
R80721,2.13,0.0
R80721,1.45,-6.6799998
R80721,1.85,-6.8200002
R80721,5.9,290.6
R80721,0.0,-8.29
R80721,5.76,275.94
R80721,1.52,-4.8899999
R80721,5.68,242.19
R80721,2.25,0.0
R80721,1.73,-7.04
R80721,10.75,1590.31
R80721,0.58999997,-3.47
R80721,4.51,66.39
R80721,5.02,171.49
R80721,1.38,0.0
R80721,0.0,-3.98
R80721,2.23,0.0
R80721,4.1100001,-7.1399999
R80721,4.2,44.93
R80721,4.7800002,-2.76
R80721,1.38,0.0
R80721,3.4400001,-3.29
R80721,6.1399999,438.56
R80721,1.03,0.0
R80721,5.36,141.52
R80721,4.5700002,82.470001
R80721,2.58,0.0
R80721,2.5599999,-2.6700001
R80721,4.7,69.48
R80721,4.8000002,97.339996
R80721,5.84,166.4
R80721,5.8400002,313.12
R80721,5.58,192.33
R80721,4.1199999,44.369999
R80721,4.96,107.0
R80721,3.1099999,-2.6800001
R80721,1.1900001,-6.7800002
R80721,0.0,-7.5900002
R80721,2.9100001,-3.1500001
R80721,3.0599999,-7.5700002
R80721,4.8299999,117.71
R80721,1.9,0.0
R80721,3.3399999,-4.77
R80721,4.69,74.59
R80721,6.0,347.37
R80721,5.46,220.74
R80721,1.66,0.0
R80721,2.16,0.0
R80721,0.0,0.0
R80721,4.84,126.05
R80721,5.12,98.91
R80721,2.96,0.0
R80721,4.89,0.0
R80721,6.13,254.69
R80721,4.94,137.32
R80721,2.17,0.0
R80721,0.58,0.0
R80721,2.61,0.0
R80721,2.73,0.0
R80721,1.42,-7.2600002
R80721,5.71,194.82
R80721,0.41,-6.8299999
R80721,2.27,-7.2199998
R80721,1.39,-7.1300001
R80721,4.17,49.44
R80721,0.58999997,-4.2199998
R80721,3.5899999,-2.8199999
R80721,7.1199999,698.72998
R80721,4.1799998,44.200001
R80721,7.3499999,657.40997
R80721,6.3499999,372.94
R80721,3.12,7.95
R80721,14.01,-6.7399998
R80721,2.1700001,-2.7
R80721,0.0,0.0
R80721,2.1600001,-7.9400001
R80721,8.5600004,1033.92
R80721,0.25,0.0
R80721,5.09,166.1
R80721,4.3499999,117.8
R80721,5.9200001,250.99001
R80721,1.74,0.0
R80721,5.36,206.76
R80721,5.3400002,239.88
R80721,2.3,4.63
R80721,4.69,94.87
R80721,4.9400001,188.37
R80721,4.79,144.81
R80721,5.26,211.73
R80721,4.42,78.37
R80721,8.7799997,1090.78
R80721,5.0900002,202.81
R80721,5.31,215.9
R80721,6.0700002,426.82999
R80721,4.79,114.43
R80721,1.08,-7.3400002
R80721,0.58999997,-6.5
R80721,9.08,1241.51
R80721,6.38,460.0
R80721,6.79,621.2
R80721,5.05,117.16
R80721,6.3,376.84
R80721,9.03,1233.63
R80721,6.85,602.13
R80721,6.98,551.24
R80721,7.54,786.11
R80721,8.55,1086.85
R80721,4.3299999,53.119999
R80721,2.25,-3.3599999
R80721,3.3,-7.04
R80721,4.5300002,63.57
R80721,0.34999999,-6.7199998
R80721,7.4400001,804.56
R80721,13.62,2020.4399
R80721,6.25,293.98999
R80721,5.6700001,270.73999
R80721,1.79,-6.8000002
R80721,4.2199998,-2.4400001
R80721,6.0599999,334.51999
R80721,3.1800001,-7.5900002
R80721,5.5500002,232.3
R80721,4.0,-7.3499999
R80721,5.3200002,165.95
R80721,10.48,1644.29
R80721,3.6500001,18.73
R80721,5.8400002,321.84
R80721,5.8400002,263.13
R80721,5.0999999,166.85001
R80721,6.6300001,485.56
R80721,6.2399998,358.78
R80721,7.2800002,616.09998
R80721,4.54,77.349998
R80721,4.9499998,102.04
R80721,1.05,-7.6599998
R80721,2.01,0.0
R80721,4.79,90.849998
R80721,5.04,86.089996
R80721,4.5900002,80.160004
R80721,2.28,-2.9300001
R80721,6.13,277.54
R80721,6.3299999,476.95001
R80721,6.91,554.35
R80721,5.7800002,459.87
R80721,8.33,765.64
R80721,4.25,52.82
R80721,5.96,305.13
R80721,7.4899998,805.77002
R80721,5.1999998,150.71001
R80721,4.9899998,131.16
R80721,1.86,-1.29
R80721,5.6300001,238.89
R80721,5.6300001,260.10999
R80721,8.1499996,752.71002
R80721,5.8499999,312.23001
R80721,7.1100001,527.71997
R80721,6.0300002,375.88
R80721,5.3699999,199.86
R80721,7.0999999,714.34998
R80721,3.27,14.14
R80721,5.0599999,149.53
R80721,3.47,10.03
R80721,1.78,-3.49
R80721,3.1600001,-4.3000002
R80721,11.86,1734.01
R80721,3.9100001,23.24
R80721,4.71,98.400002
R80721,5.0700002,157.05
R80721,2.53,-2.9400001
R80721,5.7199998,293.26999
R80721,9.25,1183.26
R80721,5.6500001,196.5
R80721,4.48,-7.0999999
R80721,5.29,163.41
R80721,3.6900001,-0.5
R80721,2.1500001,-3.3399999
R80721,4.85,120.23
R80721,2.3199999,-5.1700001
R80721,4.46,75.41
R80721,4.5999999,83.18
R80721,5.1,122.81
R80721,5.18,147.8
R80721,6.02,322.03
R80721,0.86000001,-1.6900001
R80721,5.77,275.17001
R80721,5.8800001,322.79001
R80721,5.7800002,250.60001
R80721,6.54,542.84003
R80721,7.04,619.85999
R80721,2.5,-3.1900001
R80721,6.3899999,361.04001
R80721,7.0500002,614.06
R80721,5.4499998,163.13
R80721,4.6199999,65.610001
R80721,5.6300001,189.46001
R80721,1.1,-1.46
R80721,5.21,120.85
R80721,5.8000002,281.87
R80721,11.56,1613.3101
R80721,6.1399999,400.14999
R80721,4.8600001,122.05
R80721,1.52,-1.0
R80721,2.8699999,-2.0699999
R80721,8.3699999,865.20001
R80721,2.74,-3.23
R80721,4.8499999,83.25
R80721,5.21,213.14
R80721,0.6900000000000001,-2.5999999
R80721,2.52,-2.96
R80721,2.27,-2.5599999
R80721,5.23,188.49001
R80721,3.4400001,-1.53
R80721,2.1700001,-3.51
R80721,5.6199999,-5.4299998
R80721,7.6900001,756.72998
R80721,2.9400001,-2.51
R80721,0.64999998,-1.01
R80721,8.2799997,893.65997
R80721,4.1100001,47.369999
R80721,10.66,1547.78
R80721,10.83,1531.63
R80721,7.11,589.12
R80721,5.79,273.88
R80721,5.51,195.97
R80721,0.0,-1.12
R80721,5.07,135.87
R80721,9.9499998,1486.17
R80721,4.1100001,40.82
R80721,4.02,47.43
R80721,5.39,173.08
R80721,2.3699999,-1.66
R80721,6.3000002,417.04999
R80721,5.54,198.39
R80721,6.8499999,571.21002
R80721,5.4899998,218.24001
R80721,4.1599998,61.490002
R80721,5.0500002,167.58
R80721,3.26,-7.0599999
R80721,6.9400001,648.27002
R80721,0.07,-4.0
R80721,0.0,-2.5799999
R80721,0.0,-3.0999999
R80721,10.56,1469.24
R80721,3.01,-6.8299999
R80721,9.6800003,1262.12
R80721,5.5600000000000005,255.99
R80721,0.039999999,-4.4200001
R80721,5.42,226.69
R80721,8.3199997,851.95001
R80721,4.94,119.44
R80721,6.54,507.78
R80721,4.96,140.03
R80721,1.42,-8.3900003
R80721,6.02,367.06
R80721,5.62,186.99
R80721,5.75,209.28999
R80721,5.34,201.85
R80721,3.77,-6.8099999
R80721,0.94999999,-4.3099999
R80721,0.0,-7.0599999
R80721,5.79,301.29
R80721,7.1199999,615.45001
R80721,0.50999999,-7.3099999
R80721,5.49,233.19
R80721,2.78,-3.6500001
R80721,6.03,331.6
R80721,3.28,-3.3699999
R80721,0.0,-6.8099999
R80721,5.63,230.97
R80721,4.0100002,40.5
R80721,2.5799999,-5.1399999
R80721,1.3200001,-7.0799999
R80721,0.0,-1.97
R80721,1.92,-4.0900002
R80721,5.9099998,326.97
R80721,4.7600002,86.989998
R80721,10.54,1441.23
R80721,6.75,527.08002
R80721,7.98,892.21997
R80721,9.75,1295.13
R80721,5.29,169.85001
R80721,10.28,1356.23
R80721,2.95,-2.5699999
R80721,5.04,-3.28
R80721,5.5900002,175.31
R80721,6.04,319.89001
R80721,5.8699999,265.25
R80721,5.3600001,185.17
R80721,3.0799999,-7.5700002
R80721,0.20999999,-2.05
R80721,8.8999996,1136.96
R80721,4.04,23.129999
R80721,1.1799999,-1.38
R80721,4.8800001,122.52
R80721,4.8000002,154.21001
R80721,4.9099998,152.58
R80721,2.1400001,-2.8299999
R80721,5.4899998,207.92999
R80721,4.5999999,73.68
R80721,4.5100002,58.400002
R80721,5.4200001,226.06
R80721,6.8699999,564.23999
R80721,6.3299999,-5.3499999
R80721,3.6700001,25.299999
R80721,5.8600001,321.81
R80721,8.2299995,772.71002
R80721,2.7,-3.03
R80721,5.9200001,291.04999
R80721,4.9699998,130.66
R80721,6.9200001,609.28003
R80721,4.2399998,41.91
R80721,5.2600002,126.53
R80721,8.1700001,807.31
R80721,3.1700001,7.4099998
R80721,6.7399998,483.10001
R80721,2.3800001,-1.33
R80721,5.27,192.07001
R80721,8.3699999,949.96002
R80721,8.3100004,924.27002
R80721,7.75,861.04999
R80721,9.5299997,1173.85
R80721,11.17,1680.5699
R80721,10.09,1394.72
R80721,4.4200001,73.470001
R80721,10.16,1330.64
R80721,5.4899998,210.10001
R80721,7.79,769.48999
R80721,10.37,1426.91
R80721,5.6599998,240.17999
R80721,1.88,-7.0100002
R80721,5.1399999,163.13
R80721,6.52,413.32999
R80721,8.8900003,1089.73
R80721,7.1599998,712.97998
R80721,7.23,706.31
R80721,11.55,1694.0699
R80721,6.4699998,466.54999
R80721,4.0100002,58.310001
R80721,6.2600002,387.26001
R80721,0.0,-4.9299998
R80721,4.9099998,165.50999
R80721,6.5999999,476.06
R80721,2.3299999,-3.8
R80721,5.54,229.39999
R80721,5.5799999,189.91
R80721,8.3199997,900.42999
R80721,5.2199998,130.96001
R80721,3.95,25.93
R80721,4.5799999,66.82
R80721,7.23,675.42999
R80721,4.8400002,87.150002
R80721,5.4099998,134.05
R80721,5.27,149.2
R80721,9.9399996,1507.09
R80721,6.1300001,319.42001
R80721,6.9499998,547.21002
R80721,4.6799998,90.809998
R80721,6.23,303.64001
R80721,3.0899999,-2.72
R80721,6.8299999,525.08002
R80721,4.9499998,142.50999
R80721,3.8800001,30.67
R80721,5.25,186.28999
R80721,9.7600002,1195.37
R80721,5.4200001,223.34
R80721,8.79,1094.4
R80721,1.24,-7.2600002
R80721,5.7199998,212.57001
R80721,0.0,-8.25
R80721,6.3899999,412.29999
R80721,0.0,-7.3000002
R80721,6.29,343.89001
R80721,9.2200003,1212.8101
R80721,12.28,2001.92
R80721,1.4400001,-8.0100002
R80721,8.5900002,980.89001
R80721,3.8199999,34.150002
R80721,3.74,-2.0
R80721,4.79,116.19
R80721,4.77,93.050003
R80721,6.0300002,294.37
R80721,4.2199998,54.810001
R80721,0.86000001,-1.6900001
R80721,5.21,140.89
R80721,4.9299998,108.55
R80721,5.9299998,250.17999
R80721,3.03,-3.8800001
R80721,7.800000199999999,824.42999
R80721,14.27,-6.04
R80721,7.8299999,845.22998
R80721,2.5799999,-3.1099999
R80721,4.7800002,112.84
R80721,8.3999996,963.56
R80721,1.58,-1.36
R80721,5.7800002,220.56
R80721,2.8399999,-1.4299999
R80721,7.3400002,698.21002
R80721,2.6400001,-1.33
R80721,6.6700001,490.48999
R80721,1.8200001,-1.33
R80721,4.6100001,114.4
R80721,4.8699999,137.10001
R80721,6.1900001,352.37
R80721,3.6900001,5.5999999
R80721,4.8299999,156.08
R80721,5.25,217.3
R80721,1.88,-2.3599999
R80721,4.27,50.139999
R80721,3.72,26.35
R80721,4.8600001,128.55
R80721,7.46,720.25
R80721,5.0100002,128.89
R80721,5.7600002,290.42999
R80721,4.1599998,83.239998
R80721,6.4699998,496.10999
R80721,6.9000001,549.37
R80721,5.77,323.56
R80721,6.77,514.71002
R80721,6.5100002,526.40997
R80721,2.26,-1.3200001
R80721,6.1500001,367.95001
R80721,3.03,-2.24
R80721,7.02,519.31
R80721,3.2,-2.5
R80721,2.77,-1.03
R80721,4.4499998,41.439999
R80721,2.7,-1.34
R80721,2.1199999,-4.48
R80721,2.1600001,-2.6099999
R80721,2.6199999,-1.37
R80721,6.7800002,521.91998
R80721,6.02,294.63
R80721,2.8499999,-2.9000001
R80721,6.1500001,360.82001
R80721,6.2800002,410.44
R80721,4.2600002,70.529999
R80721,4.6500001,84.830002
R80721,6.6300001,524.10999
R80721,3.22,11.06
R80721,5.3200002,194.82001
R80721,6.3099999,436.45999
R80721,6.2199998,324.14999
R80721,5.8299999,264.63
R80721,5.8099999,304.45001
R80721,6.0799999,462.17999
R80721,3.6500001,24.25
R80721,2.5799999,-3.3199999
R80721,0.49000001,-0.80000001
R80721,5.4499998,207.34
R80721,0.059999999,-0.85000002
R80721,6.8200002,482.84
R80721,0.0,-0.95999998
R80721,5.52,255.67999
R80721,3.0899999,-1.47
R80721,4.1500001,11.35
R80721,6.4200001,434.76001
R80721,6.1700001,429.42999
R80721,0.38999999,-1.1799999
R80721,5.8699999,339.03
R80721,0.0,-0.83999997
R80721,4.9400001,110.58
R80721,4.25,47.110001
R80721,6.4499998,385.39999
R80721,0.40000001,-1.4
R80721,0.25,-2.25
R80721,1.7000000000000002,-1.5
R80721,6.8000002,537.71002
R80721,7.8800001,793.10999
R80721,5.3099999,225.62
R80721,5.3000002,210.2
R80721,7.9200001,909.38
R80721,4.21,55.419998
R80721,5.25,168.44
R80721,5.6100001,269.73001
R80721,6.0100002,370.81
R80721,6.77,576.70001
R80721,5.3699999,196.67
R80721,3.97,26.48
R80721,3.95,39.450001
R80721,3.74,6.52
R80721,5.5599999,230.83
R80721,3.0999999,-2.3599999
R80721,0.050000001,-0.83999997
R80721,4.4899998,146.61
R80721,6.6799998,504.59
R80721,5.1300001,177.31
R80721,11.33,1642.59
R80721,5.6100001,258.73001
R80721,2.5799999,-1.52
R80721,9.3699999,1224.76
R80721,4.4400001,49.450001
R80721,7.8099999,663.77002
R80721,7.6799998,830.14001
R80721,2.05,-1.96
R80721,2.6700001,-3.3299999
R80721,6.52,474.95999
R80721,10.32,1576.73
R80721,3.01,-1.4400001
R80721,4.1999998,63.77
R80721,5.3600001,228.56
R80721,1.84,-2.95
R80721,6.4299998,426.78
R80721,9.0900002,1249.03
R80721,5.1999998,153.64
R80721,4.9200001,169.27
R80721,2.9100001,-2.74
R80721,9.8000002,1328.24
R80721,10.03,1378.74
R80721,1.04,12.24
R80721,13.82,1969.65
R80721,5.0500002,155.09
R80721,4.04,24.040001
R80721,6.8200002,574.01001
R80721,3.2,-2.51
R80721,8.1800003,868.84003
R80721,6.8400002,460.23999
R80721,6.54,450.79999
R80721,6.1799998,363.29001
R80721,6.6700001,445.60999
R80721,5.1399999,152.61
R80721,6.1399999,361.94
R80721,5.7399998,286.0
R80721,4.4000001,65.519997
R80721,5.0900002,105.31
R80721,4.71,103.67
R80721,4.98,116.15
R80721,2.1400001,1.39
R80721,1.54,-3.5699999
R80721,5.6500001,222.58
R80721,5.5,196.58
R80721,5.4400001,179.95
R80721,5.02,122.0
R80721,6.26,396.59
R80721,2.01,0.51999998
R80721,0.0,-0.79000002
R80721,6.17,340.43
R80721,5.4699998,153.67
R80721,5.25,182.95
R80721,4.9200001,85.059998
R80721,5.08,122.98
R80721,1.6900001,-1.16
R80721,5.74,257.95
R80721,3.0599999,-1.38
R80721,4.89,117.61
R80721,4.92,121.96
R80721,5.48,218.9
R80721,5.93,313.67
R80721,3.5799999,23.4
R80721,5.75,229.93
R80721,4.8100000000000005,91.97
R80721,5.0500002,149.92
R80721,4.23,51.72
R80721,1.37,0.0
R80721,7.4499998,699.34003
R80721,2.17,0.0
R80721,2.03,0.0
R80721,0.0,0.0
R80721,3.7,5.39
R80721,5.04,136.14
R80721,5.0500002,140.66
R80721,4.74,72.99
R80721,5.55,211.51
R80721,5.2800002,158.94
R80721,6.04,340.79001
R80721,5.28,180.76
R80721,4.08,52.13
R80721,5.5500002,254.73
R80721,2.38,6.49
R80721,4.25,45.029999
R80721,2.81,0.0
R80721,4.54,128.0
R80721,3.51,12.3
R80721,6.0799999,289.98001
R80721,4.25,26.1
R80721,6.4099998,510.81
R80721,4.22,37.76
R80721,6.7199998,622.62
R80721,2.53,0.0
R80721,13.72,1995.18
R80721,2.1099999,5.4400001
R80721,5.1999998,137.59
R80721,13.11,1938.98
R80721,5.5500002,215.87
R80721,4.35,52.25
R80721,12.84,1909.26
R80721,6.29,368.76
R80721,5.15,148.54
R80721,16.99,2019.75
R80721,4.28,62.79
R80721,3.11,20.29
R80721,13.31,1947.07
R80721,5.3200002,147.87
R80721,6.47,346.1
R80721,13.56,1932.53
R80721,5.7199998,198.91
R80721,6.65,426.87
R80721,13.31,1910.89
R80721,2.53,-2.5
R80721,6.8100000000000005,550.89
R80721,11.96,1872.54
R80721,2.49,-2.5999999
R80721,1.95,0.0
R80721,10.01,1316.48
R80721,5.79,259.31
R80721,2.33,0.0
R80721,9.73,1199.69
R80721,4.3499999,55.939999
R80721,10.23,1233.75
R80721,2.23,0.0
R80721,3.4200001,-2.45
R80721,9.84,1333.07
R80721,1.31,0.0
R80721,7.0599999,669.32001
R80721,9.01,1098.76
R80721,3.24,0.0
R80721,6.1900001,370.34
R80721,10.32,1449.81
R80721,4.47,22.67
R80721,4.25,51.389999
R80721,7.1,602.54
R80721,2.22,-2.47
R80721,5.77,187.25
R80721,6.28,343.06
R80721,6.4499998,414.35999
R80721,4.58,94.27
R80721,6.24,405.25
R80721,2.51,-1.3200001
R80721,4.7,121.15
R80721,7.05,601.85
R80721,6.21,377.01001
R80721,4.31,53.74
R80721,5.86,281.16
R80721,6.24,374.37
R80721,7.6100001,781.84003
R80721,9.32,1188.55
R80721,6.16,378.99
R80721,5.34,168.0
R80721,8.84,1041.13
R80721,6.6399999,514.46997
R80721,9.65,1177.95
R80721,4.1900001,53.48
R80721,7.59,751.87
R80721,5.1799998,79.809998
R80721,12.94,1895.71
R80721,4.98,186.17999
R80721,15.81,2037.28
R80721,4.9000001,142.89999
R80721,18.3,2033.03
R80721,6.75,613.59003
R80721,4.54,92.610001
R80721,14.04,1926.98
R80721,13.7,1953.01
R80721,6.3899999,425.48999
R80721,15.13,1941.39
R80721,8.91,1079.35
R80721,6.48,429.07999
R80721,9.25,1045.77
R80721,6.8400002,565.13
R80721,9.95,1335.31
R80721,7.52,714.7
R80721,5.9099998,231.73
R80721,6.63,515.06
R80721,6.58,501.28
R80721,4.3899999,80.059998
R80721,6.57,491.54
R80721,6.22,292.26
R80721,4.0900002,28.17
R80721,11.67,1659.95
R80721,6.4200001,427.78
R80721,10.35,1458.76
R80721,8.8800001,1140.47
R80721,10.79,1591.58
R80721,1.3200001,-2.0699999
R80721,7.09,469.54
R80721,2.47,-1.46
R80721,6.87,411.0
R80721,5.98,341.07999
R80721,5.03,123.17
R80721,6.96,657.62
R80721,8.3699999,952.27002
R80721,6.21,391.0
R80721,7.6300001,768.47998
R80721,6.02,351.93
R80721,0.79,0.0
R80721,9.0100002,1005.52
R80721,0.0,0.0
R80721,5.8699999,278.12
R80721,5.9299998,295.92001
R80721,2.15,0.0
R80721,5.4400001,186.09
R80721,10.27,1456.87
R80721,2.26,0.0
R80721,6.6300001,410.26999
R80721,8.0,724.56
R80721,0.98,0.0
R80721,7.0599999,629.78003
R80721,7.0500002,554.38
R80721,2.32,0.0
R80721,1.75,0.0
R80721,5.54,208.74001
R80721,5.0,143.77
R80721,11.37,1676.1
R80721,6.4699998,467.26001
R80721,2.21,0.0
R80721,10.56,1513.86
R80721,6.25,417.63
R80721,4.0300002,47.009998
R80721,2.79,0.0
R80721,10.85,1566.33
R80721,1.92,-2.6300001
R80721,6.1599998,282.75
R80721,4.5999999,95.419998
R80721,11.16,1714.81
R80721,3.97,31.5
R80721,5.6399999,200.77
R80721,4.21,43.049999
R80721,11.2,1693.46
R80721,2.93,0.0
R80721,4.71,100.73
R80721,2.63,0.0
R80721,9.96,1412.92
R80721,1.29,-2.6700001
R80721,10.93,1553.69
R80721,2.66,0.0
R80721,2.29,-0.85000002
R80721,4.9000001,117.71
R80721,2.8,-2.24
R80721,2.23,0.0
R80721,4.5599999,61.299999
R80721,3.01,12.05
R80721,9.43,1134.59
R80721,5.32,146.39
R80721,9.08,1097.27
R80721,7.2800002,-4.54
R80721,6.63,475.12
R80721,4.83,88.21
R80721,6.48,463.18
R80721,4.8899999,174.42999
R80721,2.98,-3.4300001
R80721,4.8100000000000005,113.37
R80721,7.47,773.77
R80721,4.6599998,119.23
R80721,9.1599998,1162.86
R80721,5.28,149.02
R80721,8.0,910.01
R80721,4.1599998,56.009998
R80721,6.1300001,317.07999
R80721,4.93,102.93
R80721,7.92,749.18
R80721,2.9000001,-1.38
R80721,6.3099999,456.45999
R80721,4.78,97.24
R80721,7.9499998,837.40997
R80721,0.0,-1.71
R80721,3.01,9.1999998
R80721,0.86,4.44
R80721,6.04,333.24
R80721,3.5899999,28.6
R80721,4.77,110.11
R80721,4.3000002,66.290001
R80721,5.8499999,277.60001
R80721,3.51,0.0
R80721,5.6399999,275.34
R80721,5.18,111.05
R80721,7.92,689.03
R80721,6.77,526.83002
R80721,4.6999998,81.949997
R80721,5.48,134.71
R80721,6.98,524.14
R80721,8.79,1006.69
R80721,6.6399999,469.51001
R80721,6.36,280.63
R80721,6.61,430.45
R80721,4.7600002,65.309998
R80721,3.4200001,37.52
R80721,5.88,218.55
R80721,5.52,227.98
R80721,5.2199998,180.52
R80721,5.4099998,222.16
R80721,5.46,163.35
R80721,6.61,371.96
R80721,5.8299999,179.23
R80721,5.44,154.38
R80721,6.58,404.89
R80721,3.9200001,38.689999
R80721,6.24,370.33
R80721,1.19,0.0
R80721,4.5900002,69.559998
R80721,6.01,321.52
R80721,0.76,0.0
R80721,5.72,244.59
R80721,0.97000003,-1.05
R80721,0.0,0.0
R80721,5.62,206.91
R80721,6.5700002,566.09003
R80721,4.95,137.56
R80721,1.98,0.0
R80721,7.9400001,846.12
R80721,4.76,81.9
R80721,5.92,242.08
R80721,2.3499999,-2.54
R80721,3.19,7.15
R80721,6.8100000000000005,556.31
R80721,0.16,-1.8099999
R80721,3.32,0.0
R80721,7.93,848.94
R80721,4.0700002,40.290001
R80721,0.26,0.0
R80721,7.7,654.13
R80721,2.49,-2.73
R80721,3.43,0.0
R80721,5.98,197.91
R80721,9.96,1251.77
R80721,4.72,68.11
R80721,1.22,-1.11
R80721,12.16,1875.66
R80721,5.0,136.61
R80721,6.8899999,536.92999
R80721,10.8,1523.42
R80721,2.52,0.0
R80721,5.4099998,220.91
R80721,11.64,1742.67
R80721,3.27,0.0
R80721,10.92,1589.69
R80721,4.6300001,96.019997
R80721,5.14,99.32
R80721,4.9400001,134.17
R80721,10.78,1458.22
R80721,3.33,0.0
R80721,5.6700001,246.99001
R80721,11.59,1564.69
R80721,6.21,298.42
R80721,4.16,43.07
R80721,11.5,1580.88
R80721,5.1999998,175.25999
R80721,4.53,63.86
R80721,7.37,675.84
R80721,5.1700001,172.64999
R80721,4.61,75.4
R80721,6.67,396.12
R80721,4.5100002,131.64999
R80721,7.95,908.69
R80721,1.06,0.0
R80721,5.1900001,197.19
R80721,1.09,0.0
R80721,8.49,1062.28
R80721,6.31,363.92
R80721,2.88,0.0
R80721,6.79,522.10999
R80721,6.07,346.66
R80721,5.37,161.3
R80721,5.9400001,341.79999
R80721,4.77,117.95
R80721,5.1,112.19
R80721,7.0,486.63
R80721,6.1,290.88
R80721,6.7,386.92
R80721,5.77,233.86
R80721,5.08,119.71
R80721,5.86,261.95
R80721,5.08,163.5
R80721,5.37,182.23
R80721,4.48,86.9
R80721,4.97,130.89
R80721,4.16,57.02
R80721,5.47,158.8
R80721,5.54,211.38
R80721,5.54,193.32
R80721,4.65,66.68
R80721,4.59,60.35
R80721,3.51,0.56
R80721,4.93,90.62
R80721,6.16,279.59
R80721,7.63,705.96
R80721,3.46,28.8
R80721,2.76,0.0
R80721,5.68,179.98
R80721,5.82,208.78
R80721,5.57,193.98
R80721,4.54,91.61
R80721,4.43,78.28
R80721,4.31,31.83
R80721,5.08,118.44
R80721,4.92,80.73
R80721,4.55,60.74
R80721,3.25,0.0
R80721,5.8,248.15
R80721,5.15,98.74
R80721,6.59,394.02
R80721,7.57,614.44
R80721,6.4,355.58
R80721,7.29,650.29999
R80721,6.4,377.27
R80721,8.4899998,921.17999
R80721,6.55,344.7
R80721,8.3500004,792.03003
R80721,5.23,142.29
R80721,11.07,1483.17
R80721,4.44,62.9
R80721,7.1100001,593.40002
R80721,6.61,438.05
R80721,6.46,361.2
R80721,7.25,657.46002
R80721,4.94,115.74
R80721,6.4099998,458.29001
R80721,5.35,172.99
R80721,6.1300001,290.73999
R80721,5.4,207.67
R80721,3.9400001,47.459999
R80721,5.34,159.95
R80721,4.73,99.18
R80721,6.6700001,545.26001
R80721,4.35,60.0
R80721,3.02,0.0
R80721,9.8100004,1185.1899
R80721,6.5900002,442.26001
R80721,2.59,0.0
R80721,6.71,510.41
R80721,3.71,7.92
R80721,5.4899998,224.97
R80721,2.32,0.0
R80721,3.69,14.8
R80721,3.4100001,-2.29
R80721,5.02,119.47
R80721,1.72,-1.84
R80721,3.91,22.43
R80721,3.45,-2.3399999
R80721,4.16,36.32
R80721,4.6999998,61.73
R80721,4.42,55.41
R80721,4.5500002,60.98
R80721,5.57,211.96
R80721,5.51,177.81
R80721,2.49,-1.62
R80721,5.16,119.9
R80721,6.75,553.90997
R80721,5.77,235.82001
R80721,5.44,179.35
R80721,5.96,263.87
R80721,2.5899999,-1.41
R80721,5.37,202.49
R80721,0.85000002,-2.3699999
R80721,3.66,17.47
R80721,3.6900001,38.52
R80721,4.16,37.49
R80721,3.1600001,-1.37
R80721,0.79,0.0
R80721,0.93,0.0
R80721,7.77,744.10999
R80721,2.56,0.0
R80721,2.27,3.2
R80721,4.95,110.94
R80721,5.75,245.46
R80721,7.35,680.45
R80721,8.01,893.6
R80721,8.4,867.68
R80721,11.86,1663.46
R80721,6.12,317.92
R80721,7.04,630.87
R80721,5.69,164.4
R80721,4.37,60.87
R80721,7.06,621.5
R80721,6.55,404.08
R80721,6.52,425.23
R80721,4.93,105.58
R80721,5.2199998,167.81
R80721,5.39,158.78
R80721,4.0300002,-1.35
R80721,4.54,70.8
R80721,3.96,-3.24
R80721,5.0,129.56
R80721,3.25,-1.51
R80721,2.5899999,-1.0599999
R80721,2.6400001,-1.45
R80721,7.54,788.44
R80721,3.3900001,12.59
R80721,7.8200002,843.15002
R80721,5.0300002,164.85001
R80721,6.2399998,279.98001
R80721,4.8499999,64.339996
R80721,5.3000002,214.06
R80721,3.6099999,23.629999
R80721,6.4400001,462.54999
R80721,0.0,-1.4299999
R80721,2.1199999,-1.9400001
R80721,2.1099999,-0.94
R80721,2.8499999,7.5799999
R80721,6.5300002,541.53003
R80721,3.8499999,36.560001
R80721,1.24,-2.1800001
R80721,5.2399998,135.74001
R80721,4.5100002,85.339996
R80721,8.4700003,976.14001
